,trading_day,component,lag_length,aic
38,276,39.0,9.0,-3.1618013464960346
39,276,40.0,1.0,-3.1768357615555627
40,276,41.0,1.0,-3.1759348450931433
41,276,42.0,1.0,-3.1972285949485695
42,276,43.0,1.0,-3.2143729944558928
43,276,44.0,6.0,-3.220301724238092
44,276,45.0,12.0,-3.263454549601663
45,276,46.0,10.0,-3.2695377926043387
46,276,47.0,6.0,-3.262400241410047
47,276,48.0,1.0,-3.285448027114798
48,276,49.0,5.0,-3.2904094014590934
49,276,50.0,1.0,-3.305096994684948
50,276,51.0,11.0,-3.3382015711116337
51,276,52.0,2.0,-3.331393841387145
52,276,53.0,1.0,-3.395900783366408
53,276,54.0,3.0,-3.361764978164583
54,276,55.0,2.0,-3.381211736445473
55,276,56.0,4.0,-3.419788407539271
56,276,57.0,1.0,-3.4203409526476674
57,276,58.0,1.0,-3.42566978893392
58,276,59.0,2.0,-3.448698156337812
59,276,60.0,1.0,-3.4682020920427283
60,276,61.0,1.0,-3.467912912438983
61,276,62.0,1.0,-3.4954142502899828
62,276,63.0,5.0,-3.4962144694781183
63,276,64.0,1.0,-3.5212845650319964
64,276,65.0,1.0,-3.5342463717204278
65,276,66.0,3.0,-3.5609051246532495
66,276,67.0,1.0,-3.5641162325779305
67,276,68.0,5.0,-3.594824275635805
68,276,69.0,7.0,-3.579262459441912
69,276,70.0,4.0,-3.6080090258982773
